gene,transcript,score,pvalue,qvalue,info
C21orf58,ENST00000291691,0.0160,0.8581,1.0000,tsg
TESC,ENST00000335209,0.0170,0.8581,1.0000,tsg
TRIM7,ENST00000274773,0.0100,0.9492,1.0000,tsg
CD300E,ENST00000328630,0.0430,0.6126,1.0000,tsg
PROB1,ENST00000434752,0.0180,0.8449,1.0000,tsg
GCGR,ENST00000400723,0.0050,0.9954,1.0000,tsg
DNAJC6,ENST00000371069,0.0110,0.9492,1.0000,tsg
LRRC37A2,ENST00000576629,0.0170,0.8449,1.0000,tsg
PIGL,ENST00000225609,0.0380,0.6523,1.0000,tsg
FAXDC2,ENST00000326080,0.0380,0.6523,1.0000,tsg
CYP2J2,ENST00000371204,0.0130,0.9018,1.0000,tsg
CYP2W1,ENST00000308919,0.0150,0.8724,1.0000,tsg
ESM1,ENST00000381405,0.0320,0.7029,1.0000,tsg
CENPK,ENST00000396679,0.0120,0.9171,1.0000,tsg
C1orf74,ENST00000294811,0.0030,0.9995,1.0000,tsg
ABRA,ENST00000311955,0.0140,0.8866,1.0000,tsg
AARD,ENST00000378279,0.0410,0.6274,1.0000,tsg
ZNF594,ENST00000399604,0.0180,0.8449,1.0000,tsg
AADAC,ENST00000232892,0.0370,0.6691,1.0000,tsg
FAM131B,ENST00000443739,0.0200,0.8099,1.0000,tsg
CLDN1,ENST00000295522,0.0190,0.8209,1.0000,tsg
PNPLA8,ENST00000422087,0.0140,0.8866,1.0000,tsg
HAPLN4,ENST00000291481,0.0230,0.7808,1.0000,tsg
FAXC,ENST00000389677,0.0170,0.8449,1.0000,tsg
CYP2D6,ENST00000360608,0.0170,0.8581,1.0000,tsg
PGLYRP4,ENST00000359650,0.0350,0.6858,1.0000,tsg
GJA4,ENST00000342280,0.0400,0.6357,1.0000,tsg
GCLM,ENST00000370238,0.0160,0.8581,1.0000,tsg
SERPINB8,ENST00000397985,0.0110,0.9492,1.0000,tsg
OR10H4,ENST00000322107,0.0340,0.6946,1.0000,tsg
GPR1,ENST00000407325,0.0310,0.7112,1.0000,tsg
CERS5,ENST00000317551,0.0250,0.7628,1.0000,tsg
AKNAD1,ENST00000370001,0.0140,0.8866,1.0000,tsg
GDAP1L1,ENST00000342560,0.0410,0.6274,1.0000,tsg
SETDB2,ENST00000317257,0.0220,0.7995,1.0000,tsg
SYTL3,ENST00000297239,0.0180,0.8327,1.0000,tsg
GPR123,ENST00000392607,0.0180,0.8449,1.0000,tsg
IFT52,ENST00000373030,0.0030,0.9995,1.0000,tsg
HOXC5,ENST00000312492,0.0210,0.7995,1.0000,tsg
KIAA1257,ENST00000265068,0.0120,0.9327,1.0000,tsg
ZNF582,ENST00000301310,0.0240,0.7717,1.0000,tsg
SH3YL1,ENST00000356150,0.0100,0.9492,1.0000,tsg
CDH17,ENST00000027335,0.0050,0.9954,1.0000,tsg
FBLIM1,ENST00000441801,0.0170,0.8449,1.0000,tsg
FCGR3A,ENST00000367969,0.0390,0.6439,1.0000,tsg
DUOXA2,ENST00000323030,0.0430,0.6126,1.0000,tsg
IL22,ENST00000538666,0.0210,0.8099,1.0000,tsg
ERV3-1,ENST00000394323,0.0140,0.8866,1.0000,tsg
CAMTA1,ENST00000303635,0.0100,0.9492,1.0000,tsg
C12orf40,ENST00000324616,0.0170,0.8449,1.0000,tsg
GIMAP2,ENST00000223293,0.0380,0.6611,1.0000,tsg
GLYAT,ENST00000344743,0.0150,0.8724,1.0000,tsg
SEC14L3,ENST00000215812,0.0280,0.7366,1.0000,tsg
RIMS4,ENST00000541604,0.0140,0.8866,1.0000,tsg
KLHDC8B,ENST00000332780,0.0180,0.8327,1.0000,tsg
C6orf58,ENST00000329722,0.0240,0.7717,1.0000,tsg
ZNF671,ENST00000317398,0.0160,0.8581,1.0000,tsg
CITED1,ENST00000453707,0.0130,0.9018,1.0000,tsg
CDR1,ENST00000370532,0.0140,0.8866,1.0000,tsg
ZNF71,ENST00000328070,0.0120,0.9171,1.0000,tsg
ALAS2,ENST00000330807,0.0070,0.9841,1.0000,tsg
SLCO2A1,ENST00000310926,0.0300,0.7197,1.0000,tsg
CSRNP2,ENST00000228515,0.0170,0.8581,1.0000,tsg
C7orf61,ENST00000332375,0.0220,0.7995,1.0000,tsg
OR10A7,ENST00000326258,0.0240,0.7717,1.0000,tsg
EPYC,ENST00000261172,0.0170,0.8449,1.0000,tsg
KRTAP15-1,ENST00000334067,0.0100,0.9492,1.0000,tsg
AKR1D1,ENST00000242375,0.0100,0.9492,1.0000,tsg
OR51A7,ENST00000359350,0.0110,0.9492,1.0000,tsg
SCAMP5,ENST00000361900,0.0340,0.6858,1.0000,tsg
LRRC32,ENST00000407242,0.0100,0.9492,1.0000,tsg
FSCB,ENST00000340446,0.0110,0.9492,1.0000,tsg
SUN5,ENST00000356173,0.0190,0.8209,1.0000,tsg
IGHV3-49,ENST00000390625,0.0290,0.7283,1.0000,tsg
TPPP3,ENST00000564104,0.0280,0.7366,1.0000,tsg
HTR1D,ENST00000374619,0.0270,0.7453,1.0000,tsg
KRTCAP3,ENST00000543753,0.0280,0.7366,1.0000,tsg
IL1F10,ENST00000393197,0.0340,0.6946,1.0000,tsg
TMPRSS13,ENST00000524993,0.0290,0.7283,1.0000,tsg
TBC1D31,ENST00000287380,0.0090,0.9747,1.0000,tsg
FNDC5,ENST00000609187,0.0340,0.6946,1.0000,tsg
FOXD3,ENST00000371116,0.0150,0.8724,1.0000,tsg
C15orf61,ENST00000342683,0.0260,0.7540,1.0000,tsg
ANKS3,ENST00000304283,0.0350,0.6858,1.0000,tsg
ZBP1,ENST00000371173,0.0150,0.8724,1.0000,tsg
GJA9,ENST00000357771,0.0230,0.7808,1.0000,tsg
TRIM43,ENST00000272395,0.0120,0.9171,1.0000,tsg
TWIST2,ENST00000448943,0.0370,0.6691,1.0000,tsg
BDKRB2,ENST00000306005,0.0110,0.9492,1.0000,tsg
DQX1,ENST00000404568,0.0130,0.9018,1.0000,tsg
SLC13A1,ENST00000194130,0.0160,0.8581,1.0000,tsg
CCDC39,ENST00000442201,0.0130,0.9018,1.0000,tsg
SLC2A10,ENST00000359271,0.0200,0.8099,1.0000,tsg
TUBD1,ENST00000325752,0.0110,0.9327,1.0000,tsg
OR4A47,ENST00000446524,0.0170,0.8449,1.0000,tsg
OR4C46,ENST00000328188,0.0360,0.6691,1.0000,tsg
CBLN2,ENST00000269503,0.0160,0.8581,1.0000,tsg
ACBD4,ENST00000431281,0.0160,0.8581,1.0000,tsg
GBGT1,ENST00000372040,0.0290,0.7283,1.0000,tsg
ERI3,ENST00000372257,0.0340,0.6946,1.0000,tsg
ZNF354B,ENST00000322434,0.0230,0.7808,1.0000,tsg
ST3GAL1,ENST00000319914,0.0230,0.7808,1.0000,tsg
ALOX15B,ENST00000380183,0.0200,0.8099,1.0000,tsg
IQCC,ENST00000537469,0.0240,0.7717,1.0000,tsg
ZNF625,ENST00000439556,0.0110,0.9492,1.0000,tsg
RRNAD1,ENST00000368216,0.0230,0.7808,1.0000,tsg
RIPPLY3,ENST00000329553,0.0220,0.7995,1.0000,tsg
LILRA5,ENST00000301219,0.0180,0.8449,1.0000,tsg
TNIP3,ENST00000509841,0.0150,0.8724,1.0000,tsg
ZMYND12,ENST00000372565,0.0230,0.7808,1.0000,tsg
CHCHD7,ENST00000303759,0.0370,0.6691,1.0000,tsg
DUSP4,ENST00000240100,0.0200,0.8209,1.0000,tsg
JPH2,ENST00000372980,0.0100,0.9492,1.0000,tsg
TDRKH,ENST00000368822,0.0170,0.8449,1.0000,tsg
PPEF1,ENST00000361511,0.0330,0.6946,1.0000,tsg
KRTAP10-6,ENST00000400368,0.0380,0.6523,1.0000,tsg
PRR19,ENST00000499536,0.0300,0.7197,1.0000,tsg
LYZL2,ENST00000375318,0.0140,0.8866,1.0000,tsg
ZNF45,ENST00000269973,0.0190,0.8209,1.0000,tsg
ADRA1A,ENST00000380586,0.0110,0.9492,1.0000,tsg
ZNF670,ENST00000366503,0.0140,0.8866,1.0000,tsg
CXCL10,ENST00000306602,0.0420,0.6274,1.0000,tsg
DCSTAMP,ENST00000297581,0.0240,0.7717,1.0000,tsg
LILRB5,ENST00000449561,0.0290,0.7283,1.0000,tsg
ADH4,ENST00000265512,0.0210,0.7995,1.0000,tsg
PSG6,ENST00000292125,0.0090,0.9630,1.0000,tsg
PSG7,ENST00000406070,0.0210,0.7995,1.0000,tsg
PRR26,ENST00000441152,0.0380,0.6523,1.0000,tsg
TMEM200C,ENST00000581347,0.0250,0.7628,1.0000,tsg
B3GNT8,ENST00000321702,0.0200,0.8099,1.0000,tsg
RXFP4,ENST00000368318,0.0250,0.7628,1.0000,tsg
HOGA1,ENST00000370646,0.0340,0.6858,1.0000,tsg
ZNF565,ENST00000392173,0.0120,0.9171,1.0000,tsg
GPR108,ENST00000264080,0.0270,0.7453,1.0000,tsg
AKR1C4,ENST00000380448,0.0080,0.9747,1.0000,tsg
SLC50A1,ENST00000368404,0.0290,0.7283,1.0000,tsg
FAM24A,ENST00000368894,0.0310,0.7112,1.0000,tsg
OIT3,ENST00000334011,0.0240,0.7717,1.0000,tsg
ZNF518B,ENST00000326756,0.0090,0.9747,1.0000,tsg
PALMD,ENST00000263174,0.0090,0.9747,1.0000,tsg
ZNF571,ENST00000328550,0.0110,0.9492,1.0000,tsg
CYP4F2,ENST00000221700,0.0060,0.9909,1.0000,tsg
IGFL3,ENST00000341415,0.0390,0.6523,1.0000,tsg
C4orf17,ENST00000326581,0.0130,0.9018,1.0000,tsg
IL2RA,ENST00000379959,0.0300,0.7197,1.0000,tsg
TRAV12-2,ENST00000390437,0.0220,0.7901,1.0000,tsg
SLA2,ENST00000262866,0.0170,0.8449,1.0000,tsg
TMED3,ENST00000299705,0.0140,0.8866,1.0000,tsg
KCNK10,ENST00000319231,0.0110,0.9492,1.0000,tsg
TM4SF18,ENST00000296059,0.0330,0.7029,1.0000,tsg
FCRL5,ENST00000361835,0.0190,0.8209,1.0000,tsg
LIPK,ENST00000404190,0.0230,0.7808,1.0000,tsg
SLC16A4,ENST00000369779,0.0230,0.7808,1.0000,tsg
TSTD1,ENST00000423014,0.0390,0.6523,1.0000,tsg
SERPINA7,ENST00000327674,0.0120,0.9171,1.0000,tsg
KDM4E,ENST00000450979,0.0250,0.7628,1.0000,tsg
PARG,ENST00000402038,0.0090,0.9747,1.0000,tsg
TMEM163,ENST00000281924,0.0260,0.7540,1.0000,tsg
UGT1A4,ENST00000373409,0.0300,0.7197,1.0000,tsg
KRTAP21-1,ENST00000335093,0.0210,0.7995,1.0000,tsg
ANGPTL1,ENST00000234816,0.0140,0.8866,1.0000,tsg
ZNF573,ENST00000590414,0.0120,0.9171,1.0000,tsg
PDZK1IP1,ENST00000294338,0.0230,0.7808,1.0000,tsg
FAM57B,ENST00000380495,0.0280,0.7366,1.0000,tsg
LRRC43,ENST00000339777,0.0190,0.8209,1.0000,tsg
SC5D,ENST00000264027,0.0160,0.8581,1.0000,tsg
PPM1K,ENST00000608933,0.0310,0.7112,1.0000,tsg
ABHD12,ENST00000376542,0.0120,0.9171,1.0000,tsg
ANTXRL,ENST00000447511,0.0200,0.8099,1.0000,tsg
NSUN7,ENST00000381782,0.0220,0.7995,1.0000,tsg
KRT73,ENST00000305748,0.0180,0.8327,1.0000,tsg
NPY2R,ENST00000329476,0.0260,0.7540,1.0000,tsg
NMBR,ENST00000258042,0.0140,0.8866,1.0000,tsg
KRTAP10-11,ENST00000334670,0.0180,0.8327,1.0000,tsg
ASAH2,ENST00000395526,0.0160,0.8581,1.0000,tsg
ZFAND1,ENST00000220669,0.0250,0.7628,1.0000,tsg
OR52K2,ENST00000325719,0.0110,0.9327,1.0000,tsg
CDKL4,ENST00000378803,0.0190,0.8209,1.0000,tsg
SP7,ENST00000536324,0.0210,0.8099,1.0000,tsg
REEP4,ENST00000306306,0.0180,0.8449,1.0000,tsg
IFNK,ENST00000276943,0.0410,0.6274,1.0000,tsg
BPIFA1,ENST00000354297,0.0150,0.8724,1.0000,tsg
C1orf101,ENST00000366534,0.0150,0.8724,1.0000,tsg
GBP7,ENST00000294671,0.0170,0.8449,1.0000,tsg
ATP4B,ENST00000335288,0.0060,0.9909,1.0000,tsg
OR4C16,ENST00000314634,0.0160,0.8581,1.0000,tsg
WFDC5,ENST00000372789,0.0250,0.7628,1.0000,tsg
C14orf80,ENST00000392522,0.0100,0.9492,1.0000,tsg
FKBP11,ENST00000550765,0.0230,0.7808,1.0000,tsg
NLRP14,ENST00000299481,0.0120,0.9171,1.0000,tsg
HOXD10,ENST00000249501,0.0180,0.8327,1.0000,tsg
TOR3A,ENST00000367627,0.0080,0.9747,1.0000,tsg
ZNF852,ENST00000436261,0.0320,0.7112,1.0000,tsg
NANOS2,ENST00000341294,0.0290,0.7283,1.0000,tsg
ARMC2,ENST00000392644,0.0120,0.9171,1.0000,tsg
TMBIM1,ENST00000444881,0.0120,0.9171,1.0000,tsg
GABRG1,ENST00000295452,0.0190,0.8209,1.0000,tsg
GH2,ENST00000332800,0.0150,0.8724,1.0000,tsg
PORCN,ENST00000326194,0.0400,0.6357,1.0000,tsg
LARP6,ENST00000299213,0.0150,0.8724,1.0000,tsg
PCDHA10,ENST00000307360,0.0160,0.8581,1.0000,tsg
GIMAP8,ENST00000307271,0.0180,0.8449,1.0000,tsg
UNC5CL,ENST00000244565,0.0170,0.8449,1.0000,tsg
CEACAM16,ENST00000587331,0.0070,0.9841,1.0000,tsg
SNX25,ENST00000504273,0.0180,0.8449,1.0000,tsg
NAT2,ENST00000286479,0.0140,0.8866,1.0000,tsg
IL31RA,ENST00000447346,0.0140,0.8866,1.0000,tsg
MYL9,ENST00000279022,0.0250,0.7628,1.0000,tsg
MAATS1,ENST00000273390,0.0100,0.9492,1.0000,tsg
CRNN,ENST00000271835,0.0180,0.8449,1.0000,tsg
ABCC8,ENST00000389817,0.0070,0.9841,1.0000,tsg
ZSCAN22,ENST00000329665,0.0150,0.8724,1.0000,tsg
CTSO,ENST00000433477,0.0100,0.9492,1.0000,tsg
ZNF460,ENST00000360338,0.0150,0.8724,1.0000,tsg
AP1AR,ENST00000274000,0.0190,0.8209,1.0000,tsg
FBXO40,ENST00000338040,0.0180,0.8449,1.0000,tsg
XAF1,ENST00000361842,0.0150,0.8724,1.0000,tsg
GLUD2,ENST00000328078,0.0070,0.9841,1.0000,tsg
ZNF701,ENST00000540331,0.0200,0.8099,1.0000,tsg
MAGEB10,ENST00000356790,0.0140,0.8866,1.0000,tsg
C12orf5,ENST00000179259,0.0160,0.8581,1.0000,tsg
LRRC14,ENST00000292524,0.0230,0.7808,1.0000,tsg
CCDC71,ENST00000321895,0.0240,0.7717,1.0000,tsg
ARMCX2,ENST00000328766,0.0110,0.9492,1.0000,tsg
PAGE1,ENST00000376150,0.0320,0.7029,1.0000,tsg
AKNA,ENST00000307564,0.0190,0.8327,1.0000,tsg
UGT2B7,ENST00000305231,0.0190,0.8209,1.0000,tsg
CLEC4C,ENST00000542353,0.0290,0.7283,1.0000,tsg
ZNF155,ENST00000407951,0.0110,0.9492,1.0000,tsg
PEX5L,ENST00000467460,0.0160,0.8724,1.0000,tsg
SLC7A11,ENST00000280612,0.0090,0.9630,1.0000,tsg
FOXN1,ENST00000226247,0.0190,0.8209,1.0000,tsg
DNAJB13,ENST00000339764,0.0160,0.8581,1.0000,tsg
DAND5,ENST00000317060,0.0280,0.7366,1.0000,tsg
IGHV2-26,ENST00000390611,0.0270,0.7453,1.0000,tsg
BHMT2,ENST00000255192,0.0140,0.8866,1.0000,tsg
C2orf42,ENST00000264434,0.0130,0.9018,1.0000,tsg
RHBDF1,ENST00000262316,0.0200,0.8099,1.0000,tsg
C10orf71,ENST00000374144,0.0130,0.9018,1.0000,tsg
ARHGEF37,ENST00000333677,0.0180,0.8449,1.0000,tsg
CYP3A7,ENST00000336374,0.0200,0.8099,1.0000,tsg
FANCD2OS,ENST00000450660,0.0190,0.8209,1.0000,tsg
AADACL2,ENST00000356517,0.0100,0.9492,1.0000,tsg
COL5A2,ENST00000374866,0.0130,0.9018,1.0000,tsg
C19orf53,ENST00000588234,0.0210,0.8099,1.0000,tsg
HSD11B1,ENST00000367028,0.0090,0.9747,1.0000,tsg
EXOC3L1,ENST00000314586,0.0180,0.8449,1.0000,tsg
ZNF777,ENST00000247930,0.0060,0.9909,1.0000,tsg
SOX8,ENST00000293894,0.0130,0.9018,1.0000,tsg
ARMC6,ENST00000535612,0.0160,0.8581,1.0000,tsg
ARIH2OS,ENST00000408959,0.0360,0.6774,1.0000,tsg
IPCEF1,ENST00000422970,0.0140,0.8866,1.0000,tsg
CACNG5,ENST00000533854,0.0070,0.9841,1.0000,tsg
TRMT12,ENST00000328599,0.0230,0.7808,1.0000,tsg
TRBV6-5,ENST00000390368,0.0400,0.6439,1.0000,tsg
IFI44L,ENST00000370751,0.0210,0.8099,1.0000,tsg
COLQ,ENST00000383788,0.0250,0.7628,1.0000,tsg
CCDC66,ENST00000394672,0.0170,0.8449,1.0000,tsg
PWWP2B,ENST00000305233,0.0160,0.8581,1.0000,tsg
PPAP2B,ENST00000371250,0.0150,0.8724,1.0000,tsg
SYPL2,ENST00000369872,0.0320,0.7029,1.0000,tsg
GAP43,ENST00000393780,0.0150,0.8724,1.0000,tsg
FAM71F2,ENST00000480462,0.0360,0.6774,1.0000,tsg
TRPV3,ENST00000301365,0.0100,0.9492,1.0000,tsg
DMRTB1,ENST00000371445,0.0300,0.7197,1.0000,tsg
CAPN9,ENST00000271971,0.0120,0.9171,1.0000,tsg
AZGP1,ENST00000292401,0.0130,0.9018,1.0000,tsg
CYP2B6,ENST00000324071,0.0190,0.8209,1.0000,tsg
ADAT2,ENST00000237283,0.0280,0.7366,1.0000,tsg
POTEM,ENST00000551509,0.0240,0.7717,1.0000,tsg
FN3KRP,ENST00000269373,0.0180,0.8449,1.0000,tsg
PTGR2,ENST00000555661,0.0300,0.7197,1.0000,tsg
TMEM26,ENST00000399298,0.0170,0.8449,1.0000,tsg
TLL2,ENST00000357947,0.0080,0.9747,1.0000,tsg
PCDHGA10,ENST00000398610,0.0030,0.9995,1.0000,tsg
PCDHGA7,ENST00000518325,0.0130,0.9018,1.0000,tsg
IL1RL1,ENST00000233954,0.0110,0.9492,1.0000,tsg
NSUN3,ENST00000314622,0.0110,0.9492,1.0000,tsg
GPR142,ENST00000335666,0.0090,0.9747,1.0000,tsg
PIK3IP1,ENST00000215912,0.0060,0.9909,1.0000,tsg
C15orf38-AP3S2,ENST00000398333,0.0200,0.8099,1.0000,tsg
KCNJ14,ENST00000391884,0.0250,0.7628,1.0000,tsg
SLC30A3,ENST00000233535,0.0190,0.8209,1.0000,tsg
CCDC79,ENST00000433154,0.0160,0.8581,1.0000,tsg
ACER1,ENST00000301452,0.0210,0.8099,1.0000,tsg
BTN1A1,ENST00000244513,0.0090,0.9747,1.0000,tsg
ADH6,ENST00000394899,0.0140,0.8866,1.0000,tsg
CTSE,ENST00000358184,0.0290,0.7283,1.0000,tsg
SLFN12L,ENST00000361112,0.0150,0.8724,1.0000,tsg
SERINC5,ENST00000512721,0.0150,0.8724,1.0000,tsg
GPR149,ENST00000389740,0.0170,0.8449,1.0000,tsg
TFB2M,ENST00000366514,0.0080,0.9747,1.0000,tsg
COX10,ENST00000261643,0.0120,0.9171,1.0000,tsg
CHAT,ENST00000337653,0.0220,0.7995,1.0000,tsg
SPIC,ENST00000551346,0.0250,0.7628,1.0000,tsg
TRIM16L,ENST00000449552,0.0310,0.7112,1.0000,tsg
SPATA9,ENST00000274432,0.0290,0.7283,1.0000,tsg
OTOR,ENST00000246081,0.0130,0.9018,1.0000,tsg
DCAF8L1,ENST00000441525,0.0170,0.8449,1.0000,tsg
FAM58A,ENST00000406277,0.0190,0.8209,1.0000,tsg
ZNF79,ENST00000342483,0.0200,0.8099,1.0000,tsg
CHRM4,ENST00000433765,0.0260,0.7540,1.0000,tsg
SIRPB1,ENST00000381605,0.0240,0.7717,1.0000,tsg
OR1L8,ENST00000304865,0.0330,0.6946,1.0000,tsg
ARMCX1,ENST00000372829,0.0190,0.8209,1.0000,tsg
C1QTNF4,ENST00000302514,0.0220,0.7901,1.0000,tsg
ZNF257,ENST00000594947,0.0150,0.8724,1.0000,tsg
C11orf24,ENST00000304271,0.0110,0.9327,1.0000,tsg
VN1R4,ENST00000311170,0.0270,0.7453,1.0000,tsg
TTC16,ENST00000373289,0.0140,0.8866,1.0000,tsg
MRPL48,ENST00000310614,0.0220,0.7901,1.0000,tsg
TFB1M,ENST00000367166,0.0250,0.7628,1.0000,tsg
SDE2,ENST00000272091,0.0100,0.9630,1.0000,tsg
OR10G8,ENST00000431524,0.0280,0.7366,1.0000,tsg
IGFBPL1,ENST00000377694,0.0190,0.8209,1.0000,tsg
SLC2A11,ENST00000398356,0.0150,0.8724,1.0000,tsg
OR10G9,ENST00000375024,0.0160,0.8581,1.0000,tsg
ZNF627,ENST00000361113,0.0240,0.7717,1.0000,tsg
TNFSF9,ENST00000245817,0.0130,0.9018,1.0000,tsg
OR51I1,ENST00000380211,0.0230,0.7808,1.0000,tsg
MAOA,ENST00000338702,0.0150,0.8724,1.0000,tsg
SHISA3,ENST00000319234,0.0210,0.8099,1.0000,tsg
FCGR1A,ENST00000369168,0.0080,0.9747,1.0000,tsg
RBM44,ENST00000316997,0.0110,0.9492,1.0000,tsg
PPAPDC3,ENST00000372264,0.0260,0.7540,1.0000,tsg
RASL11A,ENST00000241463,0.0260,0.7540,1.0000,tsg
CNGB3,ENST00000320005,0.0130,0.9018,1.0000,tsg
PHF11,ENST00000378319,0.0120,0.9171,1.0000,tsg
C1orf204,ENST00000368102,0.0370,0.6691,1.0000,tsg
MRGPRX3,ENST00000396275,0.0350,0.6858,1.0000,tsg
VSTM1,ENST00000338372,0.0160,0.8581,1.0000,tsg
MS4A1,ENST00000534668,0.0170,0.8449,1.0000,tsg
ZNF100,ENST00000358296,0.0160,0.8581,1.0000,tsg
TRAPPC6B,ENST00000330149,0.0190,0.8209,1.0000,tsg
MS4A15,ENST00000405633,0.0350,0.6858,1.0000,tsg
MFSD7,ENST00000322224,0.0300,0.7197,1.0000,tsg
ELMOD3,ENST00000315658,0.0170,0.8449,1.0000,tsg
TMEM257,ENST00000408967,0.0140,0.8866,1.0000,tsg
CHST15,ENST00000346248,0.0100,0.9492,1.0000,tsg
FAM126B,ENST00000418596,0.0170,0.8449,1.0000,tsg
OR4C6,ENST00000314259,0.0150,0.8724,1.0000,tsg
TAF7L,ENST00000372907,0.0130,0.9018,1.0000,tsg
C16orf92,ENST00000300575,0.0390,0.6439,1.0000,tsg
SLC25A38,ENST00000273158,0.0280,0.7366,1.0000,tsg
CPLX4,ENST00000299721,0.0240,0.7717,1.0000,tsg
TTYH1,ENST00000376531,0.0130,0.9018,1.0000,tsg
KLKB1,ENST00000264690,0.0090,0.9630,1.0000,tsg
RHOH,ENST00000381799,0.0320,0.7029,1.0000,tsg
OR10K2,ENST00000314902,0.0240,0.7717,1.0000,tsg
CD276,ENST00000318443,0.0120,0.9171,1.0000,tsg
IL27RA,ENST00000263379,0.0070,0.9841,1.0000,tsg
TCTE1,ENST00000371505,0.0130,0.9018,1.0000,tsg
LIPT2,ENST00000310109,0.0370,0.6691,1.0000,tsg
C19orf38,ENST00000397820,0.0340,0.6858,1.0000,tsg
EMB,ENST00000303221,0.0110,0.9492,1.0000,tsg
CYSLTR1,ENST00000373304,0.0080,0.9747,1.0000,tsg
CXCL11,ENST00000306621,0.0130,0.9018,1.0000,tsg
PXMP4,ENST00000409299,0.0190,0.8209,1.0000,tsg
ZSCAN5A,ENST00000587340,0.0180,0.8449,1.0000,tsg
ZNF836,ENST00000322146,0.0110,0.9492,1.0000,tsg
RBBP8NL,ENST00000252998,0.0150,0.8724,1.0000,tsg
S100B,ENST00000291700,0.0150,0.8724,1.0000,tsg
PGS1,ENST00000262764,0.0120,0.9171,1.0000,tsg
CMPK1,ENST00000371873,0.0110,0.9492,1.0000,tsg
KREMEN1,ENST00000327813,0.0290,0.7283,1.0000,tsg
C4orf33,ENST00000281146,0.0120,0.9171,1.0000,tsg
C3orf30,ENST00000295622,0.0130,0.9018,1.0000,tsg
ZNF563,ENST00000293725,0.0220,0.7995,1.0000,tsg
LPIN3,ENST00000373257,0.0110,0.9492,1.0000,tsg
CCDC96,ENST00000310085,0.0100,0.9630,1.0000,tsg
ARHGAP42,ENST00000298815,0.0170,0.8449,1.0000,tsg
VNN3,ENST00000427187,0.0290,0.7283,1.0000,tsg
GYPE,ENST00000358615,0.0150,0.8724,1.0000,tsg
ZNF879,ENST00000444149,0.0210,0.8099,1.0000,tsg
RNF183,ENST00000478815,0.0160,0.8581,1.0000,tsg
TCP10L2,ENST00000366832,0.0260,0.7540,1.0000,tsg
GSDMC,ENST00000276708,0.0090,0.9747,1.0000,tsg
CNPY4,ENST00000262932,0.0180,0.8449,1.0000,tsg
UBXN2A,ENST00000309033,0.0130,0.9018,1.0000,tsg
CDKN3,ENST00000335183,0.0150,0.8724,1.0000,tsg
ETNK2,ENST00000367202,0.0090,0.9630,1.0000,tsg
QTRTD1,ENST00000485050,0.0050,0.9954,1.0000,tsg
ZNF321P,ENST00000391777,0.0180,0.8327,1.0000,tsg
SFXN2,ENST00000369893,0.0180,0.8449,1.0000,tsg
METTL11B,ENST00000439373,0.0170,0.8449,1.0000,tsg
STARD4,ENST00000296632,0.0160,0.8581,1.0000,tsg
TCERG1L,ENST00000368642,0.0090,0.9747,1.0000,tsg
TSPYL1,ENST00000368608,0.0100,0.9492,1.0000,tsg
ZNF223,ENST00000434772,0.0130,0.9018,1.0000,tsg
GSDMA,ENST00000301659,0.0280,0.7366,1.0000,tsg
SLC35E2B,ENST00000378662,0.0240,0.7717,1.0000,tsg
CD86,ENST00000330540,0.0170,0.8449,1.0000,tsg
SPRYD7,ENST00000361840,0.0140,0.8866,1.0000,tsg
OR52A1,ENST00000380367,0.0180,0.8449,1.0000,tsg
RHOF,ENST00000267205,0.0140,0.8866,1.0000,tsg
METRN,ENST00000568223,0.0160,0.8581,1.0000,tsg
FAM229B,ENST00000368656,0.0190,0.8209,1.0000,tsg
XKR6,ENST00000416569,0.0090,0.9747,1.0000,tsg
OR2C1,ENST00000304936,0.0350,0.6858,1.0000,tsg
RTN4R,ENST00000043402,0.0160,0.8581,1.0000,tsg
TMPRSS4,ENST00000437212,0.0200,0.8099,1.0000,tsg
S1PR4,ENST00000246115,0.0250,0.7628,1.0000,tsg
SLC22A9,ENST00000279178,0.0230,0.7808,1.0000,tsg
NCR2,ENST00000373089,0.0250,0.7628,1.0000,tsg
SLC7A9,ENST00000023064,0.0080,0.9747,1.0000,tsg
ZNF75A,ENST00000574298,0.0190,0.8209,1.0000,tsg
SPRR3,ENST00000331860,0.0290,0.7283,1.0000,tsg
KCNJ15,ENST00000328656,0.0150,0.8724,1.0000,tsg
ZCCHC12,ENST00000310164,0.0140,0.8866,1.0000,tsg
CERKL,ENST00000339098,0.0140,0.8866,1.0000,tsg
OR5J2,ENST00000312298,0.0160,0.8581,1.0000,tsg
PRSS57,ENST00000329267,0.0240,0.7717,1.0000,tsg
FAM168B,ENST00000409185,0.0230,0.7808,1.0000,tsg
MNS1,ENST00000260453,0.0080,0.9747,1.0000,tsg
EBF4,ENST00000380648,0.0050,0.9954,1.0000,tsg
NCEH1,ENST00000538775,0.0040,0.9982,1.0000,tsg
ABHD16B,ENST00000369916,0.0120,0.9171,1.0000,tsg
HOXA6,ENST00000222728,0.0290,0.7283,1.0000,tsg
LMCD1,ENST00000157600,0.0150,0.8724,1.0000,tsg
BOD1L2,ENST00000585477,0.0280,0.7366,1.0000,tsg
TBCCD1,ENST00000424280,0.0150,0.8724,1.0000,tsg
